tree_ID,bloc,treatment,genus,species,Note,1,2,3
Poba_CoolS/WarmF_B3_R13,3,CoolS/WarmF,populus,populus_balsamifera,,31,30.1,26.4
Poba_CoolS/WarmF_B3_R14,3,CoolS/WarmF,populus,populus_balsamifera,,28.8,23.8,31.1
Poba_CoolS/WarmF_B3_R15,3,CoolS/WarmF,populus,populus_balsamifera,,34,34,32.8
Poba_WarmS/CoolF_B1_R1,1,WarmS/CoolF,populus,populus_balsamifera,,30.7,37.7,34
Poba_WarmS/CoolF_B1_R2,1,WarmS/CoolF,populus,populus_balsamifera,,24.4,32.4,24.4
Poba_WarmS/CoolF_B1_R3,1,WarmS/CoolF,populus,populus_balsamifera,,21.5,31.5,17.4
Poba_WarmS/CoolF_B1_R4,1,WarmS/CoolF,populus,populus_balsamifera,,41.2,30.2,36.5
Poba_WarmS/CoolF_B1_R5,1,WarmS/CoolF,populus,populus_balsamifera,,34,33.9,43.6
Poba_WarmS/CoolF_B2_R7,2,WarmS/CoolF,populus,populus_balsamifera,,28.8,31.1,32.9
Poba_WarmS/CoolF_B2_R9,2,WarmS/CoolF,populus,populus_balsamifera,,25.3,24.7,29.2
Poba_WarmS/CoolF_B2_R10,2,WarmS/CoolF,populus,populus_balsamifera,,28.5,31.2,30.9
Poba_WarmS/CoolF_B3_R11,3,WarmS/CoolF,populus,populus_balsamifera,,28.4,30.7,24.5
Poba_WarmS/CoolF_B3_R12,3,WarmS/CoolF,populus,populus_balsamifera,,32.9,28.2,27.5
Poba_WarmS/CoolF_B3_R13,3,WarmS/CoolF,populus,populus_balsamifera,,21.4,30.8,38
Poba_WarmS/CoolF_B3_R14,3,WarmS/CoolF,populus,populus_balsamifera,,37.2,29.1,24.9
Poba_WarmS/CoolF_B3_R15,3,WarmS/CoolF,populus,populus_balsamifera,,27.8,28.9,29.3
Poba_WarmS/WarmF_B1_R1,1,WarmS/WarmF,populus,populus_balsamifera,,35.1,28.7,26.9
Poba_WarmS/WarmF_B1_R2,1,WarmS/WarmF,populus,populus_balsamifera,,37.2,34.3,34.1
Poba_WarmS/WarmF_B1_R3,1,WarmS/WarmF,populus,populus_balsamifera,,34.3,33.5,30.5
Poba_WarmS/WarmF_B1_R4,1,WarmS/WarmF,populus,populus_balsamifera,,40.9,41.1,48.2
Poba_WarmS/WarmF_B1_R5,1,WarmS/WarmF,populus,populus_balsamifera,,28.6,27.1,32.2
Poba_WarmS/WarmF_B2_R6,2,WarmS/WarmF,populus,populus_balsamifera,,30.6,26.9,33.6
Poba_WarmS/WarmF_B2_R7,2,WarmS/WarmF,populus,populus_balsamifera,,28.1,21.1,23.9
Poba_WarmS/WarmF_B2_R8,2,WarmS/WarmF,populus,populus_balsamifera,,29.4,34.5,28.1
Poba_WarmS/WarmF_B2_R9,2,WarmS/WarmF,populus,populus_balsamifera,,31.9,29.7,32.8
Poba_WarmS/WarmF_B2_R10,2,WarmS/WarmF,populus,populus_balsamifera,,35.5,33.6,35.7
Poba_WarmS/WarmF_B3_R11,3,WarmS/WarmF,populus,populus_balsamifera,,27.2,45.3,47
Poba_WarmS/WarmF_B3_R12,3,WarmS/WarmF,populus,populus_balsamifera,,30,48.6,19.4
Poba_WarmS/WarmF_B3_R13,3,WarmS/WarmF,populus,populus_balsamifera,,38.3,38,38.1
Poba_WarmS/WarmF_B3_R14,3,WarmS/WarmF,populus,populus_balsamifera,,21.8,31.2,21.9
Poba_WarmS/WarmF_B3_R15,3,WarmS/WarmF,populus,populus_balsamifera,,30.8,30.9,18.5
Poba_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,28.2,27.8,31.5
Poba_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,35.2,27,30.6
Poba_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,24,24.5,29.4
Poba_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,20.4,25,16.4
Poba_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,37.9,32.4,31.2
Poba_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,23.6,27.8,27.1
Poba_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,29.7,27.2,26.7
Poba_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,34.2,30.3,32.1
Poba_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,34.4,29.2,30
Poba_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,36.2,32.5,31.8
Poba_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,28.2,28.2,25.2
Poba_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,32.2,33.3,32.2
Poba_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,27,24,22.9
Poba_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,30.9,30.6,27.4
Prvi_CoolS/CoolF_B1_R1,1,CoolS/CoolF,prunus,prunus_virginiana,,15.5,29.7,26.7
Prvi_CoolS/CoolF_B1_R2,1,CoolS/CoolF,prunus,prunus_virginiana,,34.6,35.8,33.8
Prvi_CoolS/CoolF_B1_R3,1,CoolS/CoolF,prunus,prunus_virginiana,,25.6,27.5,26.7
Prvi_CoolS/CoolF_B1_R4,1,CoolS/CoolF,prunus,prunus_virginiana,,26.5,32.1,30.6
Prvi_CoolS/CoolF_B1_R5,1,CoolS/CoolF,prunus,prunus_virginiana,,28.0,29.3,24.8
Prvi_CoolS/CoolF_B2_R6,2,CoolS/CoolF,prunus,prunus_virginiana,,30.2,26,18.2
Prvi_CoolS/CoolF_B2_R7,2,CoolS/CoolF,prunus,prunus_virginiana,,31.6,27.4,28.1
Prvi_CoolS/CoolF_B2_R8,2,CoolS/CoolF,prunus,prunus_virginiana,,35.7,38,43.8
Prvi_CoolS/CoolF_B2_R9,2,CoolS/CoolF,prunus,prunus_virginiana,,24.4,25,24.7
Prvi_CoolS/CoolF_B2_R10,2,CoolS/CoolF,prunus,prunus_virginiana,,36.1,32.7,33.3
Prvi_CoolS/CoolF_B3_R11,3,CoolS/CoolF,prunus,prunus_virginiana,,29.2,29.9,28.9
Prvi_CoolS/CoolF_B3_R12,3,CoolS/CoolF,prunus,prunus_virginiana,,21.4,18.2,23.5
Prvi_CoolS/CoolF_B3_R13,3,CoolS/CoolF,prunus,prunus_virginiana,,27.6,25.4,24.6
Prvi_CoolS/CoolF_B3_R14,3,CoolS/CoolF,prunus,prunus_virginiana,,25.7,23.8,24
Prvi_CoolS/CoolF_B3_R15,3,CoolS/CoolF,prunus,prunus_virginiana,,27.4,26.2,21.9
Prvi_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,33.7,32.5,31.2
Prvi_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,25.5,28.7,28.6
Prvi_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,22.0,20.1,22.2
Prvi_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,26.2,26.9,26
Prvi_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,36.2,34.3,37.7
Prvi_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,37.1,39.4,37.9
Prvi_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,22.8,22.8,23.8
Prvi_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,24.8,21.7,25.6
Prvi_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,31.7,27.3,33.2
Prvi_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,,28.8,27.1,25.6
Prvi_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,,32.2,24.6,31.6
Prvi_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,,22.4,16.8,21.6
Prvi_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,,38.5,36.8,35.4
Prvi_CoolS/WarmF_B1_R1,1,CoolS/WarmF,prunus,prunus_virginiana,,31.5,32.9,31.8
Prvi_CoolS/WarmF_B1_R2,1,CoolS/WarmF,prunus,prunus_virginiana,,31.5,28.4,34.7
Prvi_CoolS/WarmF_B1_R3,1,CoolS/WarmF,prunus,prunus_virginiana,,37.8,35.3,35.8
Prvi_CoolS/WarmF_B1_R4,1,CoolS/WarmF,prunus,prunus_virginiana,,32.9,28.1,28.6
Prvi_CoolS/WarmF_B1_R5,1,CoolS/WarmF,prunus,prunus_virginiana,,31.5,34.1,29.2
Prvi_CoolS/WarmF_B2_R7,2,CoolS/WarmF,prunus,prunus_virginiana,,17.8,20.4,22
Prvi_CoolS/WarmF_B2_R8,2,CoolS/WarmF,prunus,prunus_virginiana,,24.8,28.8,27.7
Prvi_CoolS/WarmF_B2_R9,2,CoolS/WarmF,prunus,prunus_virginiana,,20.7,22,22.2
Prvi_CoolS/WarmF_B2_R10,2,CoolS/WarmF,prunus,prunus_virginiana,,37.4,29.4,38
Prvi_CoolS/WarmF_B3_R11,3,CoolS/WarmF,prunus,prunus_virginiana,,32.5,36.2,33.8
Prvi_CoolS/WarmF_B3_R12,3,CoolS/WarmF,prunus,prunus_virginiana,,19.6,19,20.3
Prvi_CoolS/WarmF_B3_R13,3,CoolS/WarmF,prunus,prunus_virginiana,,29.4,25.3,21.6
Prvi_CoolS/WarmF_B3_R14,3,CoolS/WarmF,prunus,prunus_virginiana,,38.1,32.2,31.1
Prvi_CoolS/WarmF_B3_R15,3,CoolS/WarmF,prunus,prunus_virginiana,,33.1,26.1,16.2
Prvi_WarmS/CoolF_B1_R1,1,WarmS/CoolF,prunus,prunus_virginiana,,25.1,27.3,22.1
Prvi_WarmS/CoolF_B1_R2,1,WarmS/CoolF,prunus,prunus_virginiana,,25.2,28.2,29.7
Prvi_WarmS/CoolF_B1_R3,1,WarmS/CoolF,prunus,prunus_virginiana,,24.5,18.1,18.2
Prvi_WarmS/CoolF_B1_R4,1,WarmS/CoolF,prunus,prunus_virginiana,,29.2,30.2,30.4
Prvi_WarmS/CoolF_B1_R5,1,WarmS/CoolF,prunus,prunus_virginiana,,23.0,33.6,29.1
Prvi_WarmS/CoolF_B2_R6,2,WarmS/CoolF,prunus,prunus_virginiana,,35.4,33.7,30
Prvi_WarmS/CoolF_B2_R7,2,WarmS/CoolF,prunus,prunus_virginiana,,26.8,26.2,30.7
Prvi_WarmS/CoolF_B2_R8,2,WarmS/CoolF,prunus,prunus_virginiana,,37.7,37.5,34.1
Prvi_WarmS/CoolF_B2_R9,2,WarmS/CoolF,prunus,prunus_virginiana,,35.1,32.2,35.6
Prvi_WarmS/CoolF_B3_R12,3,WarmS/CoolF,prunus,prunus_virginiana,,19.9,25.6,29.3
Prvi_WarmS/CoolF_B3_R13,3,WarmS/CoolF,prunus,prunus_virginiana,,28.9,24.1,27.7
Prvi_WarmS/CoolF_B3_R14,3,WarmS/CoolF,prunus,prunus_virginiana,,23.6,23.8,21.4
Prvi_WarmS/WarmF_B1_R1,1,WarmS/WarmF,prunus,prunus_virginiana,,26.8,20.7,25.8
Prvi_WarmS/WarmF_B1_R3,1,WarmS/WarmF,prunus,prunus_virginiana,,32.1,26.2,26.1
Prvi_WarmS/WarmF_B1_R4,1,WarmS/WarmF,prunus,prunus_virginiana,,45.8,44.1,48.5
Prvi_WarmS/WarmF_B1_R5,1,WarmS/WarmF,prunus,prunus_virginiana,,34.9,36.4,36.6
Prvi_WarmS/WarmF_B2_R6,2,WarmS/WarmF,prunus,prunus_virginiana,,30.9,30.9,27.8
Prvi_WarmS/WarmF_B2_R7,2,WarmS/WarmF,prunus,prunus_virginiana,,32.6,30.5,30
Prvi_WarmS/WarmF_B2_R8,2,WarmS/WarmF,prunus,prunus_virginiana,,29.3,29,26.8
Prvi_WarmS/WarmF_B2_R9,2,WarmS/WarmF,prunus,prunus_virginiana,,30.8,31,23.7
Prvi_WarmS/WarmF_B3_R11,3,WarmS/WarmF,prunus,prunus_virginiana,,28.6,24.6,26.6
Prvi_WarmS/WarmF_B3_R12,3,WarmS/WarmF,prunus,prunus_virginiana,,28.8,30.3,29.6
Prvi_WarmS/WarmF_B3_R13,3,WarmS/WarmF,prunus,prunus_virginiana,,27.4,34.5,31.9
Prvi_WarmS/WarmF_B3_R14,3,WarmS/WarmF,prunus,prunus_virginiana,,20.9,18,19.6
Prvi_WarmS/WarmF_B3_R15,3,WarmS/WarmF,prunus,prunus_virginiana,,36.5,35.1,38.4
Prvi_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,29.8,32.1,28.1
Prvi_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,26.5,24.2,26.6
Prvi_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,37.9,36.1,33.3
Prvi_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,37.2,38.8,34.6
Prvi_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,35.4,35.6,37.3
Prvi_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,23.1,18.5,26.1
Prvi_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,30.8,29.4,29.7
Prvi_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,34.4,35.8,33.1
Prvi_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,15,26.9,24.7
Prvi_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,21.7,21.9,22.9
Prvi_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,25.4,20,20.7
Prvi_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,26.7,22.5,34
Prvi_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,25.1,35.4,29.5
Quma_CoolS/CoolF_B1_R1,1,CoolS/CoolF,quercus,quercus_macrocarpa,,17.7,20.6,24.1
Quma_CoolS/CoolF_B1_R2,1,CoolS/CoolF,quercus,quercus_macrocarpa,,15.6,17.2,21.8
Quma_CoolS/CoolF_B1_R3,1,CoolS/CoolF,quercus,quercus_macrocarpa,,18,22.6,20.6
Quma_CoolS/CoolF_B1_R4,1,CoolS/CoolF,quercus,quercus_macrocarpa,,18.3,17.7,21
Quma_CoolS/CoolF_B1_R5,1,CoolS/CoolF,quercus,quercus_macrocarpa,,19.3,21.3,22
Quma_CoolS/CoolF_B2_R6,2,CoolS/CoolF,quercus,quercus_macrocarpa,,22.6,22.7,21.6
Quma_CoolS/CoolF_B2_R7,2,CoolS/CoolF,quercus,quercus_macrocarpa,,20.5,18.1,19.1
Quma_CoolS/CoolF_B2_R8,2,CoolS/CoolF,quercus,quercus_macrocarpa,,21.2,26.3,24.3
Quma_CoolS/CoolF_B2_R9,2,CoolS/CoolF,quercus,quercus_macrocarpa,,22.6,23.8,22.3
Quma_CoolS/CoolF_B2_R10,2,CoolS/CoolF,quercus,quercus_macrocarpa,,26.8,20.6,20.2
Quma_CoolS/CoolF_B3_R11,3,CoolS/CoolF,quercus,quercus_macrocarpa,,22.1,21.1,19.7
Quma_CoolS/CoolF_B3_R12,3,CoolS/CoolF,quercus,quercus_macrocarpa,,19.2,19.3,25.3
Quma_CoolS/CoolF_B3_R13,3,CoolS/CoolF,quercus,quercus_macrocarpa,,17.1,24.2,19.7
Quma_CoolS/CoolF_B3_R14,3,CoolS/CoolF,quercus,quercus_macrocarpa,,19.3,17.8,18.8
Quma_CoolS/CoolF_B3_R15,3,CoolS/CoolF,quercus,quercus_macrocarpa,,19.8,20.6,17.9
Quma_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,14.2,18.3,21.2
Quma_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,22.7,22.2,16.7
Quma_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,20.4,23.7,21.1
Quma_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,20.8,19.3,21
Quma_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,23.7,24.7,22.7
Quma_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,21.3,19.3,22.6
Quma_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,34,32.2,29
Quma_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,18.3,16.6,17.4
Quma_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,22.3,20.9,16.4
Quma_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,20.3,22.1,21.4
Quma_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,19.4,14.5,14.7
Quma_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,19.7,21.6,22.1
Quma_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,27.9,26.7,23.5
Quma_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,19.7,20.4,20.5
Quma_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,21.8,22.4,23.1
Quma_CoolS/WarmF_B1_R1,1,CoolS/WarmF,quercus,quercus_macrocarpa,,21.9,21.4,24.7
Quma_CoolS/WarmF_B1_R2,1,CoolS/WarmF,quercus,quercus_macrocarpa,,15.8,17.8,16.8
Quma_CoolS/WarmF_B1_R3,1,CoolS/WarmF,quercus,quercus_macrocarpa,,19,16,18.4
Quma_CoolS/WarmF_B1_R4,1,CoolS/WarmF,quercus,quercus_macrocarpa,,17.1,12.9,15
Quma_CoolS/WarmF_B1_R5,1,CoolS/WarmF,quercus,quercus_macrocarpa,,20.1,20.6,22.7
Quma_CoolS/WarmF_B2_R6,2,CoolS/WarmF,quercus,quercus_macrocarpa,,26.2,23.9,26.6
Quma_CoolS/WarmF_B2_R7,2,CoolS/WarmF,quercus,quercus_macrocarpa,,30.9,27.6,32.7
Quma_CoolS/WarmF_B2_R8,2,CoolS/WarmF,quercus,quercus_macrocarpa,,17.6,24.7,20.5
Quma_CoolS/WarmF_B2_R9,2,CoolS/WarmF,quercus,quercus_macrocarpa,,15,19.6,18.2
Quma_CoolS/WarmF_B2_R10,2,CoolS/WarmF,quercus,quercus_macrocarpa,,21.5,21.8,20.1
Quma_CoolS/WarmF_B3_R11,3,CoolS/WarmF,quercus,quercus_macrocarpa,,21.6,18.6,21.3
Quma_CoolS/WarmF_B3_R12,3,CoolS/WarmF,quercus,quercus_macrocarpa,,28.1,25.3,24
Quma_CoolS/WarmF_B3_R13,3,CoolS/WarmF,quercus,quercus_macrocarpa,,19.7,21.6,21.4
Quma_CoolS/WarmF_B3_R14,3,CoolS/WarmF,quercus,quercus_macrocarpa,,na,na,na
Quma_CoolS/WarmF_B3_R15,3,CoolS/WarmF,quercus,quercus_macrocarpa,,23.5,19.6,23.8
Quma_WarmS/CoolF_B1_R1,1,WarmS/CoolF,quercus,quercus_macrocarpa,,26.6,22.4,23.9
Quma_WarmS/CoolF_B1_R2,1,WarmS/CoolF,quercus,quercus_macrocarpa,,19.6,21.6,21.8
Quma_WarmS/CoolF_B1_R3,1,WarmS/CoolF,quercus,quercus_macrocarpa,,19.8,20.6,22.4
Quma_WarmS/CoolF_B1_R4,1,WarmS/CoolF,quercus,quercus_macrocarpa,,19.6,16.1,24.4
Quma_WarmS/CoolF_B1_R5,1,WarmS/CoolF,quercus,quercus_macrocarpa,,18,20.6,17.8
Quma_WarmS/CoolF_B2_R6,2,WarmS/CoolF,quercus,quercus_macrocarpa,,20.9,26.5,26
Quma_WarmS/CoolF_B2_R7,2,WarmS/CoolF,quercus,quercus_macrocarpa,,20,19.8,18.5
Quma_WarmS/CoolF_B2_R8,2,WarmS/CoolF,quercus,quercus_macrocarpa,,17,14.4,19.9
Quma_WarmS/CoolF_B2_R9,2,WarmS/CoolF,quercus,quercus_macrocarpa,,28.8,31.8,27.8
Quma_WarmS/CoolF_B2_R10,2,WarmS/CoolF,quercus,quercus_macrocarpa,,24.1,23.5,25
Quma_WarmS/CoolF_B3_R11,3,WarmS/CoolF,quercus,quercus_macrocarpa,,21.4,19.2,18.3
Quma_WarmS/CoolF_B3_R12,3,WarmS/CoolF,quercus,quercus_macrocarpa,,22.6,21.2,25.2
Quma_WarmS/CoolF_B3_R13,3,WarmS/CoolF,quercus,quercus_macrocarpa,,25.4,22.2,22.9
Quma_WarmS/CoolF_B3_R14,3,WarmS/CoolF,quercus,quercus_macrocarpa,,22.7,23.7,20.9
Quma_WarmS/CoolF_B3_R15,3,WarmS/CoolF,quercus,quercus_macrocarpa,,29.5,29.5,30
Quma_WarmS/WarmF_B1_R1,1,WarmS/WarmF,quercus,quercus_macrocarpa,,25.1,21.3,26.2
Quma_WarmS/WarmF_B1_R2,1,WarmS/WarmF,quercus,quercus_macrocarpa,,14.8,19.9,16.7
Quma_WarmS/WarmF_B1_R3,1,WarmS/WarmF,quercus,quercus_macrocarpa,,17,24.6,25.2
Quma_WarmS/WarmF_B1_R4,1,WarmS/WarmF,quercus,quercus_macrocarpa,,24.7,23.7,24.5
Quma_WarmS/WarmF_B1_R5,1,WarmS/WarmF,quercus,quercus_macrocarpa,,18.4,18.9,16.3
Quma_WarmS/WarmF_B2_R6,2,WarmS/WarmF,quercus,quercus_macrocarpa,,na,na,na
Quma_WarmS/WarmF_B2_R7,2,WarmS/WarmF,quercus,quercus_macrocarpa,,23.3,23.8,23
Quma_WarmS/WarmF_B2_R8,2,WarmS/WarmF,quercus,quercus_macrocarpa,,18.5,19.2,20
Quma_WarmS/WarmF_B2_R9,2,WarmS/WarmF,quercus,quercus_macrocarpa,,23.3,22.2,29.2
Quma_WarmS/WarmF_B2_R10,2,WarmS/WarmF,quercus,quercus_macrocarpa,,19.8,18,13.7
Quma_WarmS/WarmF_B3_R11,3,WarmS/WarmF,quercus,quercus_macrocarpa,,14.9,16.5,21.7
Quma_WarmS/WarmF_B3_R12,3,WarmS/WarmF,quercus,quercus_macrocarpa,,17.9,21,22.7
Quma_WarmS/WarmF_B3_R13,3,WarmS/WarmF,quercus,quercus_macrocarpa,,14.8,13.1,14.8
Quma_WarmS/WarmF_B3_R14,3,WarmS/WarmF,quercus,quercus_macrocarpa,,24.6,20.9,21.7
Quma_WarmS/WarmF_B3_R15,3,WarmS/WarmF,quercus,quercus_macrocarpa,,15.5,17.2,20.2
Quma_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,21.4,24.7,22.6
Quma_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,21.5,17.6,18.6
Quma_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,20.3,25.1,27.5
Quma_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,24.1,22.6,21.5
Quma_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,16.4,21.4,20.6
Quma_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,22.1,23,23.4
Quma_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,18,19,20.8
Quma_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,20.9,20.3,19.3
Quma_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,22.2,20.8,21.4
Quma_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,26,20.7,25.1
Quma_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,24.9,14,22.5
Quma_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,17.9,18.3,18.9
Quma_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,22,25.7,25.5
Quma_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,21.6,24.8,28.9
Quma_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,quercus,quercus_macrocarpa,,28.5,24.2,31.8