tree_ID,bloc,treatment,genus,species,Notes,102,103,106,109,113,116,120,123,127,130,134,137,141
Bepa_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Bepa_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Pist_CoolS/CoolF_B1_R1,1,CoolS/CoolF,pinus,pinus_strobus,,1,NA,2,2,2,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B1_R2,1,CoolS/CoolF,pinus,pinus_strobus,,1,NA,1,1,2,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B1_R3,1,CoolS/CoolF,pinus,pinus_strobus,,1,NA,1,1,1,1,2,2,2,2,,2,2
Pist_CoolS/CoolF_B1_R4,1,CoolS/CoolF,pinus,pinus_strobus,,1,NA,1,1,1,1,1,2,2,2,,2,2
Pist_CoolS/CoolF_B1_R5,1,CoolS/CoolF,pinus,pinus_strobus,116: stage 2 not 3,2,NA,2,2,3,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B2_R6,2,CoolS/CoolF,pinus,pinus_strobus,,1,NA,1,1,1,1,2,2,2,2,,2,2
Pist_CoolS/CoolF_B2_R7,2,CoolS/CoolF,pinus,pinus_strobus,,0,NA,1,1,1,1,2,2,2,2,,3,3
Pist_CoolS/CoolF_B2_R8,2,CoolS/CoolF,pinus,pinus_strobus,,0,NA,1,1,1,1,1,2,2,2,,2,3
Pist_CoolS/CoolF_B2_R9,2,CoolS/CoolF,pinus,pinus_strobus,116: stage 2 not 3,2,NA,2,2,3,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B2_R10,2,CoolS/CoolF,pinus,pinus_strobus,,0,NA,0,0,1,1,1,1,1,1,,2,2
Pist_CoolS/CoolF_B3_R11,3,CoolS/CoolF,pinus,pinus_strobus,,1,NA,1,1,1,1,2,2,2,2,,2,3
Pist_CoolS/CoolF_B3_R12,3,CoolS/CoolF,pinus,pinus_strobus,,1,NA,2,2,2,1,2,2,2,2,,3,3
Pist_CoolS/CoolF_B3_R13,3,CoolS/CoolF,pinus,pinus_strobus,doy137: bug bit off apical shoot,1,NA,1,1,1,1,2,2,2,2,,2,2
Pist_CoolS/CoolF_B3_R14,3,CoolS/CoolF,pinus,pinus_strobus,,1,NA,1,1,1,1,2,2,2,2,,2,2
Pist_CoolS/CoolF_B3_R15,3,CoolS/CoolF,pinus,pinus_strobus,,1,NA,2,2,2,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,1,1,1,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,116: stage 1 not 2,1,NA,1,1,2,1,2,2,2,2,,2,2
Pist_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,2,2,2,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,116: stage 1 not 2,1,NA,2,2,2,1,2,2,2,2,,3,3
Pist_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,1,1,2,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,1,1,1,1,1,2,2,2,,2,2
Pist_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,2,2,2,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,1,1,2,2,2,2,2,2,,2,2
Pist_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,116: stage 1 not 2,1,NA,1,1,2,1,2,2,2,2,,2,2
Pist_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,1,1,1,1,1,2,2,2,,2,3
Pist_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,1,1,1,1,1,2,2,2,,2,2
Pist_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,116: stage 2 not 3,1,NA,2,2,3,2,2,2,2,2,,3,3
Pist_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,1,NA,1,1,1,1,2,1,1,1,,2,2
Pist_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,0,NA,0,1,1,1,1,2,2,2,,2,2
Pist_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,116: stage 1 not 2,1,NA,2,2,2,1,2,2,2,2,,3,3
Pist_CoolS/WarmF_B1_R1,1,CoolS/WarmF,pinus,pinus_strobus,,1,NA,2,2,2,2,2,2,2,2,,3,3
Pist_CoolS/WarmF_B1_R2,1,CoolS/WarmF,pinus,pinus_strobus,,1,NA,1,1,1,1,2,2,2,2,,2,2
Pist_CoolS/WarmF_B1_R3,1,CoolS/WarmF,pinus,pinus_strobus,,1,NA,2,2,2,2,2,2,2,2,,3,3
Pist_CoolS/WarmF_B1_R4,1,CoolS/WarmF,pinus,pinus_strobus,,0,NA,0,0,0,1,1,2,2,2,,2,2
Pist_CoolS/WarmF_B1_R5,1,CoolS/WarmF,pinus,pinus_strobus,116: stage 1 not 2,1,NA,1,1,2,1,2,2,2,2,,3,3
Pist_CoolS/WarmF_B2_R6,2,CoolS/WarmF,pinus,pinus_strobus,,0,NA,0,0,0,1,1,2,2,2,,2,2
Pist_CoolS/WarmF_B2_R7,2,CoolS/WarmF,pinus,pinus_strobus,,1,NA,1,1,1,1,1,2,2,2,,2,3
Pist_CoolS/WarmF_B2_R8,2,CoolS/WarmF,pinus,pinus_strobus,,0,NA,1,1,1,1,2,2,2,2,,3,3
Pist_CoolS/WarmF_B2_R9,2,CoolS/WarmF,pinus,pinus_strobus,,1,NA,1,1,1,1,1,2,2,2,,2,2
Pist_CoolS/WarmF_B2_R10,2,CoolS/WarmF,pinus,pinus_strobus,,1,NA,2,2,2,2,2,2,2,2,,3,3
Pist_CoolS/WarmF_B3_R11,3,CoolS/WarmF,pinus,pinus_strobus,,1,NA,2,2,2,2,2,2,2,2,,2,3
Pist_CoolS/WarmF_B3_R12,3,CoolS/WarmF,pinus,pinus_strobus,116: stage 1 not 2,1,NA,1,1,2,1,2,2,2,2,,2,3
Pist_CoolS/WarmF_B3_R13,3,CoolS/WarmF,pinus,pinus_strobus,,0,NA,0,0,0,1,1,1,1,1,,2,2
Pist_CoolS/WarmF_B3_R14,3,CoolS/WarmF,pinus,pinus_strobus,116: stage 1 not 2,1,NA,1,1,2,1,2,2,2,2,,2,3
Pist_CoolS/WarmF_B3_R15,3,CoolS/WarmF,pinus,pinus_strobus,,1,NA,1,1,1,1,1,2,2,2,,2,2
Pist_WarmS/CoolF_B1_R1,1,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,3,3,3,3,3,3,3,,4,4
Pist_WarmS/CoolF_B1_R2,1,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Pist_WarmS/CoolF_B1_R3,1,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Pist_WarmS/CoolF_B1_R4,1,WarmS/CoolF,pinus,pinus_strobus,,NA,1,1,1,1,2,2,2,2,2,,4,4
Pist_WarmS/CoolF_B1_R5,1,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,2,2,2,2,2,2,2,,4,4
Pist_WarmS/CoolF_B2_R6,2,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,2,2,2,3,3,3,3,,4,4
Pist_WarmS/CoolF_B2_R7,2,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,3,3,3,3,3,3,3,,4,4
Pist_WarmS/CoolF_B2_R8,2,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,3,3,3,3,3,3,3,,4,4
Pist_WarmS/CoolF_B2_R9,2,WarmS/CoolF,pinus,pinus_strobus,,NA,1,1,1,1,2,2,2,2,2,,3,3
Pist_WarmS/CoolF_B2_R10,2,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,3,3,3,4,4,4,4,,4,4
Pist_WarmS/CoolF_B3_R11,3,WarmS/CoolF,pinus,pinus_strobus,,NA,1,1,1,1,2,2,2,2,2,,2,3
Pist_WarmS/CoolF_B3_R12,3,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,2,3,3,3,3,3,3,,4,4
Pist_WarmS/CoolF_B3_R13,3,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,2,3,3,3,3,3,3,,4,4
Pist_WarmS/CoolF_B3_R14,3,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,2,3,3,4,4,4,4,,4,4
Pist_WarmS/CoolF_B3_R15,3,WarmS/CoolF,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B1_R1,1,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B1_R2,1,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,3,3,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B1_R3,1,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,2,2,2,2,3,3,,4,4
Pist_WarmS/WarmF_B1_R4,1,WarmS/WarmF,pinus,pinus_strobus,,NA,1,1,1,2,2,2,2,2,2,,4,4
Pist_WarmS/WarmF_B1_R5,1,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,2,3,4,4,4,4,,4,4
Pist_WarmS/WarmF_B2_R6,2,WarmS/WarmF,pinus,pinus_strobus,,NA,1,1,2,2,2,2,2,2,2,,4,4
Pist_WarmS/WarmF_B2_R7,2,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,2,2,2,2,2,2,,4,4
Pist_WarmS/WarmF_B2_R8,2,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B2_R9,2,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B2_R10,2,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,3,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B3_R11,3,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,3,3,3,3,3,4,4,,4,4
Pist_WarmS/WarmF_B3_R12,3,WarmS/WarmF,pinus,pinus_strobus,,NA,1,1,1,1,2,2,2,2,2,,3,3
Pist_WarmS/WarmF_B3_R13,3,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,2,3,,4,4
Pist_WarmS/WarmF_B3_R14,3,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B3_R15,3,WarmS/WarmF,pinus,pinus_strobus,,NA,2,2,3,2,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,2,1,2,3,3,3,3,,4,4
Pist_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,1,1,1,1,2,2,2,2,2,,4,4
Pist_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,3,3,3,4,4,4,4,,4,4
Pist_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,3,3,3,4,4,4,4,,4,4
Pist_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,3,2,3,3,3,3,4,,4,4
Pist_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,2,3,3,4,4,4,4,,4,4
Pist_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Pist_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,2,2,2,3,3,3,3,,4,4
Pist_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,2,2,2,2,3,3,3,,4,4
Pist_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,1,1,2,2,2,2,2,2,2,,3,4
Pist_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,2,3,3,4,4,4,4,,4,4
Pist_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,1,1,1,2,2,2,2,2,2,,3,4
Pist_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,1,1,1,2,2,2,2,3,3,,3,4
Pist_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,2,2,2,3,3,3,3,,4,4
Pist_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,pinus,pinus_strobus,,NA,2,2,2,2,3,3,3,3,3,,4,4
Poba_CoolS/CoolF_B1_R1,1,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,3,3,3,3,4,4,4,4,4,4
Poba_CoolS/CoolF_B1_R2,1,CoolS/CoolF,populus,populus_balsamifera,,3,NA,3,3,3,3,3,4,4,4,4,4,4
Poba_CoolS/CoolF_B1_R3,1,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,3,3,3,3,3,3,3,3,4,4
Poba_CoolS/CoolF_B1_R4,1,CoolS/CoolF,populus,populus_balsamifera,,3,NA,3,3,4,4,4,4,4,4,4,4,4
Poba_CoolS/CoolF_B1_R5,1,CoolS/CoolF,populus,populus_balsamifera,,3,NA,3,3,3,3,4,4,4,4,4,4,4
Poba_CoolS/CoolF_B2_R6,2,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,3,2,3,3,3,3,3,3,4,4
Poba_CoolS/CoolF_B2_R7,2,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,2,3,3,4,4,4,4,4,4,4
Poba_CoolS/CoolF_B2_R8,2,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,NA,1,3,1,1,1,1,2,1,1
Poba_CoolS/CoolF_B2_R9,2,CoolS/CoolF,populus,populus_balsamifera,,1,NA,2,2,2,3,2,2,2,2,2,4,4
Poba_CoolS/CoolF_B2_R10,2,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,3,3,3,3,4,4,4,4,4,4
Poba_CoolS/CoolF_B3_R11,3,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,2,2,3,2,3,3,3,3,3,3
Poba_CoolS/CoolF_B3_R12,3,CoolS/CoolF,populus,populus_balsamifera,doy137: dead,1,NA,1,1,1,3,1,1,1,1,1,NA,na
Poba_CoolS/CoolF_B3_R13,3,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,3,3,3,4,4,4,4,4,4,4
Poba_CoolS/CoolF_B3_R14,3,CoolS/CoolF,populus,populus_balsamifera,,2,NA,2,2,3,3,3,3,3,3,3,4,4
Poba_CoolS/CoolF_B3_R15,3,CoolS/CoolF,populus,populus_balsamifera,,2,NA,3,3,3,3,3,3,3,4,4,4,4
Poba_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,2,2,2,3,3,3,3,3,3,4,4
Poba_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,3,3,3,3,3,3,3,3,3,4,4
Poba_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,1,NA,2,2,2,3,3,3,3,3,3,3,3
Poba_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,3,NA,3,3,4,4,4,4,4,4,4,4,4
Poba_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,populus,populus_balsamifera,,3,NA,3,3,4,4,4,4,4,4,4,4,4
Poba_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,2,3,2,3,3,2,2,2,2,3,4
Poba_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,2,2,2,3,3,2,2,2,2,3,4
Poba_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,doy137: shoot that isn't tagged is getting measured,2,NA,2,2,3,3,3,4,4,4,4,4,4
Poba_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,2,2,2,2,2,3,3,3,3,4,4
Poba_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,2,2,2,3,3,3,3,3,3,4,4
Poba_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,2,3,3,3,3,3,3,3,4,4,4
Poba_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,2,3,3,3,3,4,4,4,4,4,4
Poba_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,3,NA,3,3,3,3,3,3,3,3,4,4,4
Poba_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,2,NA,2,2,3,3,4,4,4,4,4,4,4
Poba_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,populus,populus_balsamifera,,1,NA,2,2,2,3,3,1,1,1,1,3,3
Poba_CoolS/WarmF_B1_R1,1,CoolS/WarmF,populus,populus_balsamifera,,2,NA,2,2,2,3,3,3,3,3,3,4,4
Poba_CoolS/WarmF_B1_R2,1,CoolS/WarmF,populus,populus_balsamifera,,1,NA,1,1,2,3,2,2,2,2,2,4,4
Poba_CoolS/WarmF_B1_R3,1,CoolS/WarmF,populus,populus_balsamifera,,2,NA,3,3,3,3,3,3,3,3,3,4,4
Poba_CoolS/WarmF_B1_R4,1,CoolS/WarmF,populus,populus_balsamifera,,1,NA,2,2,2,3,2,3,3,3,4,4,4
Poba_CoolS/WarmF_B1_R5,1,CoolS/WarmF,populus,populus_balsamifera,,1,NA,2,2,2,3,2,2,2,2,2,3,3
Poba_CoolS/WarmF_B2_R6,2,CoolS/WarmF,populus,populus_balsamifera,,2,NA,1,1,1,3,1,2,2,2,2,3,4
Poba_CoolS/WarmF_B2_R7,2,CoolS/WarmF,populus,populus_balsamifera,,2,NA,2,2,2,3,3,3,3,3,3,4,4
Poba_CoolS/WarmF_B2_R8,2,CoolS/WarmF,populus,populus_balsamifera,,3,NA,3,3,3,3,4,4,4,4,4,4,4
Poba_CoolS/WarmF_B2_R9,2,CoolS/WarmF,populus,populus_balsamifera,,1,NA,2,2,2,3,1,2,2,2,2,3,3
Poba_CoolS/WarmF_B2_R10,2,CoolS/WarmF,populus,populus_balsamifera,,2,NA,3,3,3,3,3,3,3,3,3,4,4
Poba_CoolS/WarmF_B3_R11,3,CoolS/WarmF,populus,populus_balsamifera,,3,NA,3,3,4,4,4,4,4,4,4,4,4
Poba_CoolS/WarmF_B3_R12,3,CoolS/WarmF,populus,populus_balsamifera,,2,NA,2,2,2,2,2,2,3,3,3,4,4
Poba_CoolS/WarmF_B3_R13,3,CoolS/WarmF,populus,populus_balsamifera,,1,NA,2,2,2,3,3,3,3,3,3,4,4
Poba_CoolS/WarmF_B3_R14,3,CoolS/WarmF,populus,populus_balsamifera,,2,NA,3,3,3,3,4,4,4,4,4,4,4
Poba_CoolS/WarmF_B3_R15,3,CoolS/WarmF,populus,populus_balsamifera,,2,NA,2,2,2,2,2,2,2,2,3,3,3
Poba_WarmS/CoolF_B1_R1,1,WarmS/CoolF,populus,populus_balsamifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Poba_WarmS/CoolF_B1_R2,1,WarmS/CoolF,populus,populus_balsamifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Poba_WarmS/CoolF_B1_R3,1,WarmS/CoolF,populus,populus_balsamifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Poba_WarmS/CoolF_B1_R4,1,WarmS/CoolF,populus,populus_balsamifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Poba_WarmS/CoolF_B1_R5,1,WarmS/CoolF,populus,populus_balsamifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Poba_WarmS/CoolF_B2_R6,2,WarmS/CoolF,populus,populus_balsamifera,dead,NA,4,4,4,4,4,4,4,4,na,na,NA,na
Poba_WarmS/CoolF_B2_R7,2,WarmS/CoolF,populus,populus_balsamifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Poba_WarmS/CoolF_B2_R8,2,WarmS/CoolF,populus,populus_balsamifera,"probably dead. Doy137: main shoot dead, sprouting from bottom, no phenomonitoring",NA,4,4,4,4,4,4,4,4,na,na,NA,na
Poba_WarmS/CoolF_B2_R9,2,WarmS/CoolF,populus,populus_balsamifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
Poba_WarmS/CoolF_B2_R10,2,WarmS/CoolF,populus,populus_balsamifera,,NA,4,4,4,4,4,4,4,4,4,4,4,4
